Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1128,3,Male,73,3,4,Healthcare Representative,3,Single,3168,24422,5,Y,Yes,11,3,3,80,3,9,0,3,0,0,0,0
36,No,Travel_Frequently,Research & Development,1,4,Other,1,1129,3,Female,55,4,1,Manufacturing Director,1,Divorced,5167,5018,8,Y,Yes,18,3,3,80,0,28,6,3,3,0,0,0
39,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1,1130,4,Female,48,2,3,Laboratory Technician,4,Divorced,7253,14960,9,Y,No,23,4,4,80,2,22,0,3,3,3,2,3
39,No,Travel_Rarely,Research & Development,2,4,Other,1,1131,2,Female,77,4,4,Laboratory Technician,4,Single,11778,4215,9,Y,Yes,14,3,3,80,3,11,4,1,21,5,3,8
40,No,Non-Travel,Research & Development,10,3,Life Sciences,1,1132,2,Female,59,4,3,Research Scientist,1,Single,7030,4157,1,Y,No,12,3,3,80,0,21,2,3,3,1,1,0
51,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,1133,1,Male,61,3,5,Research Director,1,Married,9020,20180,3,Y,No,17,3,4,80,1,6,4,2,8,5,1,0
41,No,Travel_Rarely,Research & Development,24,5,Life Sciences,1,1134,4,Male,98,4,1,Manufacturing Director,1,Divorced,7398,21628,4,Y,No,18,3,3,80,3,26,5,2,11,4,5,0
34,No,Travel_Frequently,Research & Development,1,3,Technical Degree,1,1135,4,Female,40,2,5,Research Scientist,3,Divorced,6699,17870,8,Y,Yes,19,3,1,80,3,16,2,3,2,2,1,0
45,No,Non-Travel,Research & Development,17,3,Marketing,1,1136,1,Male,55,1,4,Laboratory Technician,3,Married,8760,26430,6,Y,No,25,3,4,80,1,14,4,3,5,0,2,5
47,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,1137,4,Male,55,1,2,Research Scientist,4,Single,5511,2296,4,Y,No,15,3,3,80,1,35,1,3,2,1,2,0
25,No,Travel_Frequently,Research & Development,27,4,Life Sciences,1,1138,4,Male,46,3,4,Research Director,4,Single,4448,3927,5,Y,No,24,3,4,80,1,36,0,2,0,0,0,0
42,No,Travel_Rarely,Sales,5,1,Life Sciences,1,1139,4,Male,73,2,5,Sales Executive,3,Single,11732,16578,8,Y,No,13,3,1,80,3,22,0,3,24,0,1,8
43,No,Travel_Rarely,Research & Development,10,2,Technical Degree,1,1140,1,Female,52,2,3,Laboratory Technician,3,Single,8452,20640,3,Y,No,11,3,1,80,0,2,1,3,6,4,4,6
34,No,Travel_Rarely,Research & Development,3,3,Other,1,1141,3,Male,54,1,4,Research Scientist,3,Married,3935,15554,1,Y,No,25,3,4,80,0,13,3,2,2,0,0,2
49,No,Travel_Rarely,Sales,1,4,Marketing,1,1142,4,Male,66,1,2,Sales Executive,3,Divorced,6981,9421,4,Y,No,18,3,1,80,1,11,1,3,2,0,2,2
35,No,Travel_Rarely,Research & Development,4,3,Other,1,1143,3,Male,94,4,5,Manufacturing Director,3,Divorced,5894,23585,6,Y,No,23,4,4,80,0,12,6,3,3,3,0,0
38,No,Travel_Frequently,Research & Development,1,3,Marketing,1,1144,3,Female,31,3,4,Manufacturing Director,3,Single,11556,3457,3,Y,Yes,24,3,4,80,1,33,0,4,17,13,17,4
35,Yes,Travel_Rarely,Research & Development,29,3,Medical,1,1145,4,Male,61,1,5,Laboratory Technician,3,Married,7716,5546,0,Y,No,16,3,3,80,1,22,6,1,0,0,0,0
37,No,Travel_Rarely,Research & Development,1,4,Marketing,1,1146,2,Male,84,1,5,Healthcare Representative,3,Single,9197,15854,7,Y,No,15,4,1,80,2,9,2,2,15,7,1,5
27,Yes,Travel_Rarely,Research & Development,7,4,Other,1,1147,4,Female,79,2,1,Research Scientist,3,Single,4966,15315,4,Y,No,23,3,3,80,0,7,4,3,0,0,0,0
24,No,Travel_Frequently,Research & Development,7,3,Marketing,1,1148,1,Female,94,2,3,Research Scientist,4,Married,3882,9361,9,Y,Yes,17,3,4,80,3,17,0,3,1,1,1,1
51,No,Travel_Rarely,Research & Development,6,2,Medical,1,1149,2,Male,61,2,1,Research Scientist,3,Married,10645,5664,1,Y,No,15,3,3,80,2,10,6,4,12,0,9,5
29,No,Travel_Rarely,Sales,8,4,Medical,1,1150,1,Male,66,1,5,Sales Representative,3,Divorced,5437,9654,2,Y,No,21,3,3,80,1,38,1,2,3,0,1,1
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1151,2,Male,42,3,2,Laboratory Technician,3,Divorced,3941,18479,9,Y,Yes,14,3,3,80,2,39,2,3,0,0,0,0
18,Yes,Travel_Frequently,Research & Development,6,4,Medical,1,1152,2,Male,83,4,2,Manufacturing Director,3,Single,3326,22316,9,Y,Yes,15,3,1,80,1,25,0,3,0,0,0,0
31,No,Travel_Rarely,Sales,2,2,Technical Degree,1,1153,4,Male,32,3,1,Sales Executive,2,Single,5133,11551,4,Y,No,22,3,4,80,1,27,1,1,7,4,5,4
25,No,Travel_Frequently,Research & Development,22,3,Other,1,1154,3,Male,71,1,2,Research Scientist,1,Divorced,3748,25296,3,Y,No,24,3,4,80,1,30,6,3,1,0,0,0
51,No,Travel_Rarely,Sales,11,4,Technical Degree,1,1155,3,Male,69,4,5,Sales Executive,3,Married,9362,8140,8,Y,No,21,4,4,80,0,30,0,3,0,0,0,0
46,No,Travel_Rarely,Research & Development,28,1,Technical Degree,1,1156,3,Male,95,3,4,Research Scientist,3,Single,8864,20123,8,Y,Yes,17,3,3,80,1,34,1,2,4,0,4,4
30,No,Travel_Rarely,Sales,1,3,Other,1,1157,1,Female,89,1,5,Sales Executive,4,Single,7120,19736,7,Y,No,24,3,4,80,1,33,5,2,10,6,3,8
57,Yes,Non-Travel,Research & Development,2,3,Technical Degree,1,1158,1,Female,40,3,4,Research Scientist,2,Married,9352,23308,1,Y,No,21,3,2,80,0,32,1,3,0,0,0,0
45,No,Travel_Rarely,Sales,1,4,Technical Degree,1,1159,3,Female,30,1,2,Sales Executive,3,Single,9860,24141,4,Y,No,16,4,3,80,0,12,0,3,7,6,3,0
34,No,Travel_Rarely,Sales,1,2,Technical Degree,1,1160,3,Male,55,2,3,Sales Representative,2,Married,4448,19926,7,Y,No,20,3,3,80,1,23,2,3,6,0,4,0
18,Yes,Travel_Rarely,Research & Development,2,2,Medical,1,1161,4,Male,71,3,3,Research Director,1,Divorced,2473,23628,7,Y,No,20,3,4,80,0,29,0,3,1,0,0,1
57,No,Travel_Rarely,Research & Development,9,4,Other,1,1162,3,Female,91,2,5,Research Scientist,4,Divorced,8178,16094,6,Y,No,23,3,4,80,3,1,0,2,2,1,1,2
24,Yes,Travel_Rarely,Research & Development,2,3,Other,1,1163,4,Male,90,2,5,Research Scientist,2,Divorced,2247,19214,3,Y,Yes,22,3,4,80,3,20,5,4,1,0,1,0
22,No,Travel_Frequently,Research & Development,5,1,Other,1,1164,3,Male,91,4,2,Research Scientist,3,Divorced,5191,19989,2,Y,No,24,3,4,80,1,10,2,4,0,0,0,0
46,Yes,Travel_Rarely,Research & Development,17,2,Technical Degree,1,1165,4,Male,41,4,3,Manufacturing Director,3,Divorced,7788,23029,7,Y,No,21,3,4,80,2,19,5,1,2,1,2,1
58,No,Travel_Rarely,Research & Development,9,5,Medical,1,1166,2,Female,56,3,3,Healthcare Representative,3,Single,11212,14002,7,Y,No,19,3,1,80,0,23,0,3,7,3,6,0
49,No,Travel_Rarely,Research & Development,4,2,Other,1,1167,3,Female,96,1,5,Research Scientist,4,Divorced,8269,9937,9,Y,No,20,3,4,80,2,21,5,2,7,4,0,1
42,No,Travel_Rarely,Research & Development,3,3,Marketing,1,1168,3,Male,57,4,3,Research Scientist,3,Single,6052,25236,4,Y,No,12,3,3,80,3,35,4,1,1,0,1,0
42,No,Travel_Rarely,Research & Development,4,3,Other,1,1169,4,Male,95,4,5,Manufacturing Director,2,Single,8594,14850,2,Y,Yes,24,3,2,80,1,32,4,2,10,7,2,10
44,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1170,2,Female,57,2,1,Laboratory Technician,4,Married,6798,8516,4,Y,No,17,3,1,80,3,10,4,2,0,0,0,0
43,No,Non-Travel,Research & Development,8,4,Marketing,1,1171,3,Male,50,2,3,Research Scientist,4,Single,7035,18605,3,Y,No,11,3,3,80,0,2,1,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,3,3,Other,1,1172,2,Female,36,1,4,Laboratory Technician,1,Single,3872,22335,7,Y,No,18,3,2,80,0,36,3,3,0,0,0,0
37,No,Travel_Frequently,Research & Development,15,1,Technical Degree,1,1173,3,Female,43,4,2,Research Scientist,1,Divorced,10314,8493,1,Y,No,14,3,3,80,1,6,6,4,17,11,14,17
36,No,Travel_Rarely,Research & Development,11,4,Other,1,1174,2,Female,68,4,5,Laboratory Technician,1,Divorced,7216,6117,7,Y,Yes,18,3,3,80,0,17,5,3,9,5,8,6
30,No,Travel_Rarely,Research & Development,7,3,Medical,1,1175,1,Male,91,1,3,Manufacturing Director,2,Married,7907,7408,9,Y,No,18,3,4,80,0,15,0,3,8,0,5,8
34,No,Travel_Frequently,Research & Development,3,4,Medical,1,1176,3,Male,41,4,3,Healthcare Representative,4,Married,7753,2753,5,Y,Yes,14,3,4,80,0,36,3,3,6,2,5,4
21,No,Travel_Frequently,Research & Development,1,3,Other,1,1177,2,Male,67,3,5,Laboratory Technician,3,Single,3991,14501,3,Y,Yes,14,4,3,80,2,24,5,4,3,1,3,2
36,No,Travel_Rarely,Sales,11,3,Technical Degree,1,1178,1,Female,87,3,4,Sales Representative,2,Married,6982,3188,2,Y,No,15,3,2,80,1,29,4,3,7,2,1,2
28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,1179,2,Female,85,1,3,Laboratory Technician,4,Divorced,5940,16475,9,Y,No,23,3,2,80,1,14,6,3,9,7,8,7
27,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1180,1,Male,68,2,1,Manufacturing Director,3,Divorced,4254,25492,4,Y,No,17,3,2,80,1,2,2,4,0,0,0,0
38,Yes,Travel_Rarely,Sales,1,3,Other,1,1181,4,Male,33,1,2,Sales Executive,2,Divorced,7540,25871,5,Y,Yes,16,3,1,80,0,22,4,2,3,3,2,1
49,No,Travel_Rarely,Sales,1,3,Other,1,1182,3,Female,77,3,5,Sales Representative,4,Single,7955,10600,0,Y,No,11,3,4,80,0,6,6,3,3,0,1,3
45,Yes,Travel_Frequently,Sales,12,1,Life Sciences,1,1183,4,Female,36,4,3,Sales Representative,4,Single,7243,12677,0,Y,No,16,3,3,80,0,9,0,3,5,3,3,3
22,No,Travel_Rarely,Research & Development,2,2,Medical,1,1184,3,Female,89,4,2,Research Scientist,4,Married,4132,2796,9,Y,No,13,3,1,80,1,12,3,4,4,4,2,1
28,No,Travel_Rarely,Research & Development,5,2,Marketing,1,1185,4,Male,69,2,5,Healthcare Representative,3,Divorced,6810,16348,2,Y,No,19,3,2,80,2,39,3,2,10,4,7,6
45,No,Travel_Rarely,Sales,4,3,Marketing,1,1186,3,Male,37,2,5,Sales Representative,4,Single,6672,16836,1,Y,No,13,3,3,80,3,5,5,3,5,5,4,0
28,No,Travel_Rarely,Research & Development,6,4,Medical,1,1187,3,Female,87,3,5,Manufacturing Director,1,Single,2885,7145,0,Y,No,19,4,3,80,1,1,1,3,1,0,1,1
34,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1188,3,Female,86,2,4,Research Scientist,3,Married,4618,25061,7,Y,No,15,3,1,80,1,10,2,2,1,1,1,1
41,No,Travel_Rarely,Sales,16,4,Medical,1,1189,4,Male,64,1,1,Sales Representative,4,Divorced,9055,19244,0,Y,No,22,3,4,80,2,11,6,3,6,2,1,4
28,Yes,Travel_Frequently,Sales,4,1,Life Sciences,1,1190,3,Male,42,3,5,Sales Representative,2,Divorced,5223,6171,9,Y,Yes,20,3,2,80,3,27,4,2,0,0,0,0
37,No,Travel_Rarely,Sales,1,3,Life Sciences,1,1191,2,Male,68,4,4,Sales Executive,4,Married,7028,10175,7,Y,No,25,3,1,80,3,23,6,3,13,3,2,13
24,Yes,Travel_Rarely,Human Resources,4,3,Technical Degree,1,1192,1,Male,50,4,5,Human Resources,3,Married,3217,18749,4,Y,Yes,18,3,1,80,0,20,6,3,3,3,1,0
31,Yes,Travel_Rarely,Sales,7,5,Medical,1,1193,3,Male,76,4,5,Sales Representative,1,Married,5716,3514,3,Y,Yes,19,3,3,80,3,5,2,3,2,0,0,0
39,No,Non-Travel,Research & Development,6,4,Marketing,1,1194,3,Female,31,2,4,Research Scientist,4,Married,7486,17451,7,Y,Yes,19,4,1,80,0,13,0,3,9,5,2,9
22,No,Non-Travel,Sales,8,3,Other,1,1195,1,Male,73,3,1,Sales Executive,1,Divorced,4560,6936,7,Y,No,17,3,1,80,1,10,1,3,4,1,3,4
40,No,Travel_Frequently,Research & Development,1,4,Other,1,1196,3,Female,59,2,2,Laboratory Technician,3,Divorced,4527,21318,7,Y,No,20,3,2,80,2,36,4,3,1,1,0,1
36,No,Travel_Frequently,Research & Development,8,2,Medical,1,1197,3,Male,84,1,3,Laboratory Technician,1,Married,7712,17625,2,Y,No,25,3,3,80,1,16,0,2,10,8,5,6
41,No,Travel_Rarely,Sales,1,3,Other,1,1198,4,Female,69,3,5,Sales Executive,4,Single,6357,18882,7,Y,No,11,3,1,80,3,7,2,1,2,1,1,1
39,Yes,Travel_Frequently,Research & Development,11,1,Life Sciences,1,1199,1,Female,53,2,1,Research Scientist,2,Single,7117,13433,0,Y,Yes,18,3,2,80,1,32,1,2,2,0,1,2
49,Yes,Non-Travel,Research & Development,3,3,Other,1,1200,2,Male,71,4,3,Research Director,2,Divorced,8798,3369,3,Y,No,17,3,3,80,2,25,4,3,5,4,2,2
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,1201,4,Male,57,4,5,Research Scientist,1,Divorced,8392,16068,4,Y,Yes,14,3,1,80,2,26,2,3,11,2,10,10
33,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1202,3,Male,80,1,3,Sales Executive,4,Married,3773,10890,5,Y,No,16,3,3,80,0,36,4,2,3,0,0,1
38,Yes,Travel_Rarely,Research & Development,4,3,Marketing,1,1203,2,Male,51,1,4,Research Scientist,4,Single,7453,10116,4,Y,No,20,3,1,80,1,28,6,2,0,0,0,0
41,No,Travel_Rarely,Sales,9,4,Other,1,1204,4,Female,37,1,1,Sales Executive,4,Divorced,7886,12919,4,Y,Yes,12,3,1,80,2,12,1,3,5,2,4,5
37,No,Travel_Rarely,Research & Development,2,3,Marketing,1,1205,3,Female,43,4,1,Healthcare Representative,3,Single,6388,12685,4,Y,Yes,14,3,3,80,2,26,1,3,7,7,3,1
37,No,Travel_Rarely,Sales,12,1,Other,1,1206,3,Male,74,2,2,Sales Executive,3,Married,5467,26707,8,Y,No,18,4,2,80,2,4,2,4,0,0,0,0
30,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,1207,4,Male,67,4,2,Sales Representative,1,Divorced,5165,7364,9,Y,No,14,3,1,80,2,23,4,3,5,1,0,5
31,No,Non-Travel,Research & Development,7,4,Other,1,1208,4,Male,61,4,3,Research Scientist,3,Divorced,4994,2090,9,Y,No,20,3,3,80,3,24,3,3,3,0,0,0
24,No,Travel_Rarely,Research & Development,3,4,Marketing,1,1209,2,Female,91,4,4,Laboratory Technician,2,Single,5605,14086,2,Y,No,14,3,4,80,1,31,0,3,4,3,1,3
52,No,Travel_Frequently,Research & Development,5,3,Technical Degree,1,1210,1,Male,96,2,3,Laboratory Technician,4,Single,8163,13389,1,Y,No,24,3,4,80,1,30,1,3,6,4,6,4
25,No,Travel_Rarely,Human Resources,7,4,Marketing,1,1211,2,Male,90,4,5,Human Resources,4,Divorced,4781,18855,9,Y,No,14,3,4,80,1,3,4,2,2,1,0,1
30,Yes,Travel_Rarely,Research & Development,5,4,Technical Degree,1,1212,1,Female,42,1,1,Laboratory Technician,3,Single,7054,8084,1,Y,Yes,24,3,4,80,3,16,2,2,6,4,5,3
30,Yes,Travel_Rarely,Sales,9,2,Medical,1,1213,1,Female,76,1,3,Sales Executive,1,Single,5858,11457,7,Y,Yes,22,3,4,80,3,34,6,2,4,2,2,2
45,No,Travel_Rarely,Research & Development,4,2,Marketing,1,1214,3,Male,83,1,3,Manufacturing Director,4,Married,8893,22866,4,Y,No,20,3,4,80,2,38,2,3,10,9,10,3
34,No,Travel_Rarely,Sales,1,1,Other,1,1215,4,Female,81,1,1,Sales Executive,1,Single,5370,23510,4,Y,No,19,3,3,80,3,28,1,3,5,3,1,1
48,Yes,Travel_Rarely,Sales,1,3,Technical Degree,1,1216,4,Male,54,4,1,Sales Representative,1,Divorced,6848,3111,5,Y,Yes,21,4,2,80,0,7,5,1,2,2,2,0
30,No,Travel_Rarely,Sales,1,3,Other,1,1217,3,Male,52,4,2,Sales Executive,2,Married,5188,2597,8,Y,Yes,12,3,1,80,3,8,1,3,3,1,1,3
39,Yes,Travel_Rarely,Human Resources,2,5,Technical Degree,1,1218,3,Female,59,4,2,Human Resources,3,Divorced,4013,13408,6,Y,Yes,17,3,3,80,2,7,6,3,1,1,1,0
29,No,Travel_Rarely,Research & Development,11,3,Marketing,1,1219,1,Female,40,1,1,Research Scientist,4,Married,6953,26002,4,Y,Yes,13,3,4,80,1,37,5,3,11,5,5,11
56,No,Travel_Rarely,Research & Development,12,4,Marketing,1,1220,2,Male,64,2,3,Laboratory Technician,2,Married,10815,19738,4,Y,Yes,22,3,3,80,3,7,3,2,7,3,7,5
26,Yes,Travel_Rarely,Sales,1,3,Other,1,1221,1,Male,56,3,5,Sales Executive,1,Single,2989,9877,9,Y,No,14,3,4,80,1,18,2,3,3,1,1,1
39,No,Travel_Rarely,Sales,25,2,Marketing,1,1222,4,Male,96,3,3,Sales Representative,3,Single,7341,14138,8,Y,No,11,3,3,80,1,39,4,4,2,2,2,2
42,No,Travel_Rarely,Research & Development,5,1,Other,1,1223,1,Male,76,3,5,Laboratory Technician,4,Divorced,10060,13427,8,Y,No,22,3,3,80,0,21,5,2,5,3,5,2
40,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1224,4,Male,79,2,1,Research Scientist,2,Single,6236,12896,1,Y,No,25,3,3,80,0,34,0,3,2,1,1,0
35,No,Travel_Rarely,Research & Development,9,4,Technical Degree,1,1225,3,Male,37,4,5,Research Director,2,Married,5329,4389,6,Y,No,13,4,3,80,3,27,0,2,2,2,2,1
35,No,Travel_Rarely,Research & Development,10,5,Other,1,1226,2,Male,84,3,2,Laboratory Technician,4,Single,4922,17360,9,Y,No,12,3,2,80,1,8,3,2,0,0,0,0
37,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1227,1,Female,71,3,1,Research Scientist,4,Divorced,7952,6075,0,Y,No,20,3,4,80,2,34,5,3,10,7,9,4
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1228,3,Female,96,4,4,Laboratory Technician,4,Married,5002,18847,3,Y,No,17,3,4,80,1,18,5,3,1,1,1,0
45,No,Travel_Rarely,Sales,1,3,Technical Degree,1,1229,4,Female,49,3,5,Sales Executive,4,Divorced,7615,16797,1,Y,No,16,3,4,80,1,12,4,4,12,8,12,11
56,No,Travel_Rarely,Research & Development,10,3,Other,1,1230,4,Male,74,4,5,Healthcare Representative,1,Single,9050,19456,9,Y,No,11,3,2,80,0,22,0,2,4,4,3,2
31,No,Travel_Rarely,Research & Development,3,3,Marketing,1,1231,2,Female,64,3,4,Healthcare Representative,2,Married,3970,7446,8,Y,No,25,3,4,80,0,22,0,3,2,1,2,1
24,No,Non-Travel,Research & Development,12,1,Technical Degree,1,1232,3,Female,49,4,4,Research Director,2,Divorced,5063,18857,5,Y,No,21,3,2,80,0,8,6,3,6,0,2,0
36,No,Travel_Frequently,Research & Development,3,1,Technical Degree,1,1233,2,Female,53,1,1,Laboratory Technician,2,Single,7264,6983,3,Y,No,22,3,2,80,0,28,4,3,3,3,2,0
60,No,Travel_Rarely,Sales,13,1,Life Sciences,1,1234,4,Female,86,2,3,Sales Executive,4,Single,8351,2938,2,Y,No,23,3,4,80,3,32,6,3,2,1,1,2
29,No,Non-Travel,Sales,1,3,Medical,1,1235,4,Female,84,3,4,Sales Representative,4,Divorced,8403,16703,3,Y,Yes,18,3,2,80,3,11,5,2,10,6,4,9
51,No,Travel_Rarely,Research & Development,1,4,Marketing,1,1236,3,Male,38,4,5,Research Scientist,4,Married,7084,19694,1,Y,No,19,3,1,80,1,21,4,3,0,0,0,0
52,No,Travel_Rarely,Sales,3,2,Other,1,1237,3,Male,45,1,4,Sales Executive,1,Divorced,9509,9191,4,Y,No,11,3,2,80,3,26,1,3,11,9,3,1
32,Yes,Non-Travel,Sales,4,3,Life Sciences,1,1238,3,Female,84,4,1,Sales Executive,4,Single,5287,17058,8,Y,Yes,15,3,4,80,2,14,0,3,0,0,0,0
42,No,Travel_Frequently,Sales,3,2,Other,1,1239,2,Female,87,3,1,Sales Executive,4,Divorced,6122,20724,5,Y,No,17,4,2,80,1,15,5,3,2,1,2,0
51,No,Travel_Rarely,Research & Development,11,4,Other,1,1240,1,Female,93,3,5,Laboratory Technician,1,Single,8155,21904,1,Y,No,12,3,3,80,1,14,0,2,3,2,3,3
33,No,Travel_Rarely,Human Resources,1,4,Technical Degree,1,1241,3,Male,78,3,5,Human Resources,4,Married,6023,6056,5,Y,Yes,16,3,3,80,2,12,6,2,5,2,4,3
35,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,1242,4,Male,58,3,5,Healthcare Representative,2,Divorced,8174,19470,8,Y,No,18,4,4,80,1,36,3,4,10,5,3,10
31,Yes,Travel_Rarely,Research & Development,14,3,Life Sciences,1,1243,3,Male,36,3,3,Healthcare Representative,1,Married,5375,14855,3,Y,Yes,18,3,4,80,2,3,1,3,4,3,2,1
27,No,Travel_Rarely,Research & Development,1,2,Marketing,1,1244,1,Female,98,1,5,Research Scientist,3,Divorced,4915,26081,0,Y,No,20,3,3,80,0,7,1,3,5,1,3,3
31,No,Travel_Rarely,Research & Development,22,4,Medical,1,1245,4,Male,31,4,1,Research Scientist,3,Single,7309,25488,1,Y,No,20,3,1,80,0,39,0,2,13,5,9,1
25,No,Non-Travel,Research & Development,29,2,Other,1,1246,2,Male,62,4,1,Research Scientist,1,Married,4316,17772,4,Y,No,23,4,2,80,0,1,2,3,1,1,0,0
37,No,Travel_Rarely,Research & Development,1,2,Marketing,1,1247,2,Male,77,3,4,Healthcare Representative,2,Single,5072,25116,9,Y,No,18,3,3,80,2,39,2,3,1,0,0,1
30,Yes,Travel_Frequently,Research & Development,2,2,Marketing,1,1248,2,Male,66,4,5,Research Scientist,4,Divorced,6653,2259,6,Y,No,22,3,4,80,3,25,6,3,4,4,4,1
39,Yes,Travel_Rarely,Sales,3,3,Other,1,1249,3,Female,59,1,3,Sales Executive,3,Single,6434,3656,7,Y,No,22,3,1,80,3,31,4,2,3,1,0,3
22,Yes,Travel_Rarely,Sales,11,3,Technical Degree,1,1250,3,Female,70,3,2,Sales Executive,4,Divorced,1500,13147,2,Y,No,16,3,2,80,1,22,1,2,0,0,0,0
39,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1251,3,Female,33,2,4,Laboratory Technician,2,Married,5959,13311,8,Y,No,16,3,4,80,0,10,0,3,0,0,0,0
44,Yes,Travel_Rarely,Sales,8,3,Other,1,1252,4,Male,68,1,3,Sales Executive,1,Single,7625,8290,1,Y,No,21,3,3,80,0,18,6,3,3,1,3,1
19,No,Travel_Rarely,Sales,11,1,Life Sciences,1,1253,2,Female,53,3,5,Sales Representative,2,Single,4266,7913,3,Y,No,13,3,4,80,1,13,6,4,1,0,1,1
40,Yes,Travel_Rarely,Sales,1,4,Medical,1,1254,4,Male,79,4,3,Sales Executive,2,Divorced,7312,9973,3,Y,Yes,12,3,4,80,0,8,5,4,9,8,6,8
48,No,Travel_Rarely,Research & Development,14,3,Technical Degree,1,1255,1,Female,66,1,2,Laboratory Technician,2,Divorced,8123,18975,5,Y,No,15,4,4,80,0,9,0,4,8,6,4,1
26,Yes,Travel_Rarely,Sales,9,3,Medical,1,1256,4,Male,82,3,3,Sales Executive,1,Divorced,4860,24251,9,Y,No,24,3,3,80,2,15,0,1,2,2,0,1
52,No,Travel_Rarely,Sales,6,3,Marketing,1,1257,3,Male,54,4,2,Sales Executive,3,Married,9517,11624,5,Y,No,19,3,3,80,1,8,6,1,3,1,1,3
40,Yes,Travel_Rarely,Sales,17,2,Marketing,1,1258,3,Female,60,4,2,Sales Representative,2,Single,5524,15305,2,Y,No,14,3,4,80,2,33,5,2,2,1,1,2
30,No,Travel_Rarely,Research & Development,9,2,Other,1,1259,3,Female,67,3,2,Research Scientist,4,Divorced,4572,12679,8,Y,No,25,4,3,80,0,35,5,3,0,0,0,0
36,Yes,Travel_Rarely,Research & Development,1,3,Other,1,1260,3,Male,87,1,3,Healthcare Representative,1,Divorced,5392,23961,4,Y,Yes,15,3,2,80,0,19,3,3,1,0,0,1
42,No,Travel_Rarely,Research & Development,4,2,Other,1,1261,1,Female,82,3,5,Laboratory Technician,3,Single,6607,2228,1,Y,Yes,16,3,2,80,1,30,2,4,5,1,0,0
37,No,Non-Travel,Research & Development,5,2,Technical Degree,1,1262,4,Male,79,3,1,Research Scientist,1,Married,6234,17643,5,Y,No,21,4,3,80,0,9,3,2,4,1,0,1
41,No,Travel_Rarely,Research & Development,1,4,Medical,1,1263,1,Male,33,3,1,Laboratory Technician,3,Single,8785,11560,2,Y,No,16,3,4,80,3,19,0,3,7,5,7,2
28,Yes,Travel_Rarely,Research & Development,24,3,Marketing,1,1264,1,Male,81,3,3,Research Scientist,1,Divorced,4538,20008,7,Y,No,14,3,1,80,2,26,0,4,2,0,0,0
38,No,Travel_Rarely,Sales,1,3,Medical,1,1265,3,Male,60,3,5,Sales Executive,4,Single,5331,25474,2,Y,No,24,3,1,80,2,1,1,3,0,0,0,0
24,No,Travel_Rarely,Sales,9,3,Technical Degree,1,1266,4,Male,43,4,1,Sales Representative,4,Divorced,5253,5979,4,Y,Yes,14,3,4,80,3,3,1,2,5,0,0,5
35,No,Travel_Rarely,Research & Development,5,4,Medical,1,1267,1,Male,30,3,2,Research Scientist,3,Divorced,8487,15575,3,Y,No,18,3,4,80,1,34,2,3,9,5,0,3
28,Yes,Travel_Rarely,Human Resources,1,1,Medical,1,1268,4,Male,72,1,3,Human Resources,1,Single,3035,2739,3,Y,No,15,3,2,80,1,25,5,3,0,0,0,0
30,No,Travel_Frequently,Research & Development,20,4,Other,1,1269,4,Female,88,2,3,Laboratory Technician,3,Single,5114,8521,1,Y,No,24,3,2,80,0,30,4,3,2,2,1,2
48,Yes,Travel_Rarely,Sales,15,3,Medical,1,1270,3,Male,90,3,4,Sales Representative,4,Married,6891,21558,7,Y,Yes,24,3,3,80,1,1,0,3,1,0,1,0
46,No,Travel_Rarely,Sales,5,2,Medical,1,1271,3,Female,70,1,4,Sales Representative,1,Divorced,8493,7049,2,Y,No,21,4,2,80,3,18,1,1,7,6,2,1
42,No,Travel_Rarely,Sales,2,2,Medical,1,1272,4,Male,47,2,4,Sales Executive,3,Divorced,7786,21031,3,Y,No,15,3,4,80,1,33,2,4,4,3,3,2
